TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
De.De,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,194,0.3,3,11,39,204223,1541706313806,0.925,1111110001111111111111111111111111111111,0.8333333333333334,111111111111111111111111010000,1.0,111,0,0,3,1,0.91005291005291,111111111111111111111111111111111111111111111111111111111111111111111111111110111110111110111110000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111,0.6,11010,1.0,11111,1.0,11111,0.8333333333333334,111111111111111111111111100000
